title	price	image	link
Dragon's Dogma: Dark Arisen	$26.09	https://2game.com/skin/frontend/v53game/default/images/placeholder.png	https://2game.com/us/dragon-s-dogma-dark-arisen
NARUTO X BORUTO Ultimate Ninja STORM CONNECTIONS	$49.95	https://2game.com/skin/frontend/v53game/default/images/placeholder.png	https://2game.com/us/naruto-x-boruto-ultimate-ninja-storm-connections
Assetto Corsa Ultimate Edition	$31.90	https://2game.com/skin/frontend/v53game/default/images/placeholder.png	https://2game.com/us/assetto-corsa-ultimate-edition
Jagged Alliance 3	$35.54	https://2game.com/skin/frontend/v53game/default/images/placeholder.png	https://2game.com/us/jagged-alliance-3
Warhammer 40,000: Rogue Trader	NULL	https://2game.com/skin/frontend/v53game/default/images/placeholder.png	https://2game.com/us/warhammer-40-000-rogue-trader
Knights of Honor II: Sovereign	$40.49	https://2game.com/skin/frontend/v53game/default/images/placeholder.png	https://2game.com/us/knights-of-honor-ii-sovereign
Planet Coaster	$40.04	https://2game.com/skin/frontend/v53game/default/images/placeholder.png	https://2game.com/us/planet-coaster
Total War™: ROME II - Beasts of War	$2.69	https://2game.com/skin/frontend/v53game/default/images/placeholder.png	https://2game.com/us/total-wartm-rome-ii-beasts-of-war
ONE PIECE: PIRATE WARRIORS 4 Ultimate Edition	$83.59	https://2game.com/skin/frontend/v53game/default/images/placeholder.png	https://2game.com/us/one-piece-pirate-warriors-4-ultimate-edition
Total War: WARHAMMER II - The Shadow & The Blade	$8.99	https://2game.com/skin/frontend/v53game/default/images/placeholder.png	https://2game.com/us/total-war-warhammer-ii-the-shadow-the-blade
V Rising - Dracula's Relics Pack	NULL	https://2game.com/skin/frontend/v53game/default/images/placeholder.png	https://2game.com/us/v-rising-dracula-s-relics-pack
Little Nightmares II	$25.19	https://2game.com/skin/frontend/v53game/default/images/placeholder.png	https://2game.com/us/little-nightmares-ii
Resident Evil 5 Gold Edition	$26.09	https://2game.com/skin/frontend/v53game/default/images/placeholder.png	https://2game.com/us/resident-evil-5-gold-edition
Total War™: WARHAMMER® - Chaos Warriors Race Pack	$7.19	https://2game.com/skin/frontend/v53game/default/images/placeholder.png	https://2game.com/us/total-wartm-warhammerr-chaos-warriors-race-pack
